Nome,Email,Regione,Provincia
Azienda Agricola Perocchio Franco,info@perocchiovini.com,Piemonte,Asti
Azienda Agricola Perrone Elio,perrone@elioperrone.it,Piemonte,Cuneo
Azienda Agricola Pianbello,info@pianbello.com,Piemonte,Asti
Azienda Agricola Pianfiorito,pianfiorito@virgilio.it,Piemonte,Asti
Azienda Agricola Piazzo Armando,apiazzo@piazzo.it,Piemonte,Cuneo
Azienda Agricola Pira Giorgio,piravini@piravini.it,Piemonte,Cuneo
Azienda Agricola Podere La Rossa,info@quellidellarossa.it,Piemonte,Alessandria
Azienda Agricola Poderi Gallino,info@poderigallino.com,Piemonte,Asti
Azienda Agricola Poderi Roccanera,info@poderiroccanera.it,Piemonte,Cuneo
Azienda Agricola Poggio Paolo,cantina.poggio@gmail.com,Piemonte,Alessandria
Azienda Agricola Ponchione Maurizio,ponchione.m@virgilio.it,Piemonte,Cuneo
Azienda Agricola Portinale,pier@portinale.it,Piemonte,Cuneo
Azienda Agricola Prandi Giovanni,info@prandigiovanni.it,Piemonte,Cuneo
Azienda Agricola Prinsi,info@prinsi.it,Piemonte,Cuneo
Azienda Agricola Rabino Marco,info@rabinomarco.com,Piemonte,Asti
Azienda Agricola Ratti Renato,info@renatoratti.com,Piemonte,Cuneo
Azienda Agricola Ravasini,cascina@brettarossa.it,Piemonte,Alessandria
Azienda Agricola Reginin,info@reginin.it,Piemonte,Asti
Azienda Agricola Ressia,info@ressia.com,Piemonte,Cuneo
Azienda Agricola Ri Da Roca,info@ridaroca.it,Piemonte,Asti
Azienda Agricola Rivetti Dante,info@danterivetti.com,Piemonte,Cuneo
Azienda Agricola Rivetti Mario,info@mariorivetti.it,Piemonte,Cuneo
Azienda Agricola Rivetti Massimo,massimo@rivettimassimo.it,Piemonte,Cuneo
Azienda Agricola Rocca Bruno,info@brunorocca.it,Piemonte,Cuneo
Azienda Agricola Rocche Costamagna,barolo@rocchecostamagna.it,Piemonte,Cuneo
Azienda Agricola Rolfo Emanuele,info@emanuelerolfo.it,Piemonte,Cuneo
Azienda Agricola Rosso Giovanni,info@giovannirosso.com,Piemonte,Cuneo
Azienda Agricola Rossotto,rossotto.vini@destefanis.com,Piemonte,Cuneo
Azienda Agricola Rubino,info@fratellirabino.com,Piemonte,Cuneo
Azienda Agricola San Biagio,info@barolosanbiagio.com,Piemonte,Cuneo
Azienda Agricola San Fereolo,info@sanfereolo.com,Piemonte,Cuneo
Azienda Agricola San Romano,info@sanromano.com,Piemonte,Cuneo
Azienda Agricola Sandri Giovanni,info@cascinadisa.com,Piemonte,Cuneo
Azienda Agricola Santa Seraffa,santaseraffa@libarnanet.it,Piemonte,Alessandria
Azienda Agricola Scagliola,info@scagliolavini.com,Piemonte,Asti
Azienda Agricola Scagliola Giacomo &amp; Figlio,info@scagliolagiacomo.it,Piemonte,Asti
Azienda Agricola Schiavenza,schiavenza@schiavenza.com,Piemonte,Cuneo
Azienda Agricola Segni di Langa,info@segnidilanga.it,Piemonte,Cuneo
Azienda Agricola Serragrilli,info@serragrilli.it,Piemonte,Cuneo
Azienda Agricola Smeraldo,info@cantinasmeraldo.it,Piemonte,Asti
Azienda Agricola Sordo,info@sordogiovanni.it,Piemonte,Cuneo
Azienda Agricola Stroppiana,info@cantinastroppiana.com,Piemonte,Cuneo
Azienda Agricola Tacchino Luigi,info@luigitacchino.it,Piemonte,Alessandria
Azienda Agricola Taliano Michele,info@talianomichele.com,Piemonte,Cuneo
Azienda Agricola Tenuta La Pergola,pergola@tenutalapergola.it,Piemonte,Asti
Azienda Agricola Tenuta Rocca,info@tenutarocca.com,Piemonte,Cuneo
Azienda Agricola Terrabianca,info@aziendagricolaterrabianca.it,Piemonte,Cuneo
Azienda Agricola Traversa,info@agriturismotraversa.it,Piemonte,Cuneo
Azienda Agricola Trinchero,trinchero@trinchero.it,Piemonte,Asti
Azienda Agricola Valdinera,info@valdinera.it,Piemonte,Cuneo
Azienda Agricola Veglio Mauro,mauroveglio@mauroveglio.com,Piemonte,Cuneo
Azienda Agricola Viberti Eraldo,info@eraldoviberti.it,Piemonte,Cuneo
Azienda Agricola Vicara,vicara@vicara.it,Piemonte,Alessandria
Azienda Agricola Vico Giacomo,info@giacomovico.it,Piemonte,Cuneo
Azienda Agricola Vigna Riccardo,a.vigna@tiscali.it,Piemonte,Cuneo
Azienda Agricola Villa Terlina,villaterlina@villaterlina.com,Piemonte,Asti
Azienda Agricola Villadoria,d.lanzavecchia@villadoria.it,Piemonte,Cuneo
Azienda Agricola Virna,info@virnabarolo.it,Piemonte,Cuneo
Azienda Agricola Vitivinicola Massimiliano Vivalda,vivalda@vivaldamassimiliano.com,Piemonte,Asti
Azienda Agricola Voghera Luigi,info@vogheraluigi.com,Piemonte,Cuneo
Azienda Agricole Le Roche,leroche@reichmuth.it,Piemonte,Cuneo
Azienda Agrivinicola Sebaste,syllasebaste@syllasebaste.com,Piemonte,Cuneo
Azienda Biletta Dario,biletta@dariobiletta.it,Piemonte,Asti
Azienda Vinicola Adriano,info@vinicolaadriano.com,Piemonte,Cuneo
Azienda Vinicola Dogliani,info@doglianivini.com,Piemonte,Cuneo
Azienda Vinicola La Grisa,info@lagrisa.com,Piemonte,Cuneo
Azienda Vinicola Tre Acini,treacini@libero.it,Piemonte,Asti
Azienda Vinicola Valle Erro,info@valleerro.it,Piemonte,Alessandria
Azienda Vinicola Viglione Antoni &amp; Figli,info@antonioviglione.com,Piemonte,Cuneo
Azienda Vitivinicola Balbiano,info@balbiano.com,Piemonte,Torino
Azienda Vitivinicola Baretta,mail@cadelgrifone.it,Piemonte,Asti
Azienda Vitivinicola Bava,bava@bava.com,Piemonte,Asti
Azienda Vitivinicola Boffa Carlo,boffa@boffacarlo.it,Piemonte,Cuneo
Azienda Vitivinicola Borgo Moncalvo,info@borgomoncalvo.com,Piemonte,Asti
Azienda Vitivinicola Cantamessa,info@cantamessavini.it,Piemonte,Asti
Azienda Vitivinicola Casavecchia Marco,info@cantinacasavecchia.com,Piemonte,Cuneo
Azienda Vitivinicola Casetta Franco,info@francocasetta.it,Piemonte,Cuneo
Azienda Vitivinicola Clerico Massimo,massimo@clericomassimo.it,Piemonte,Biella
Azienda Vitivinicola Conterno Paolo,ginestra@paoloconterno.com,Piemonte,Cuneo
Azienda Vitivinicola Enrico Crola,info@cantinecrola.it,Piemonte,Novara
Azienda Vitivinicola Ferrando,info@ferrandovini.it,Piemonte,Torino
Azienda Vitivinicola Franco Ivaldi,info@francoivaldivini.com,Piemonte,Alessandria
Azienda Vitivinicola Germano Angelo,germano@germanoangelo.com,Piemonte,Cuneo
Azienda Vitivinicola Giovanni Piacenza,info@vinipiacenza.it,Piemonte,Asti
Azienda Vitivinicola Il Roccolo di Mezzomerico,info@ilroccolovini.it,Piemonte,Novara
Azienda Vitivinicola Ioppa,info@viniioppa.it,Piemonte,Novara
Azienda Vitivinicola Malgrà,wine@malgra.it,Piemonte,Asti
Azienda Vitivinicola Morino,info@morinovini.it,Piemonte,Asti
Azienda Vitivinicola Pelissero,pelissero@pelissero.com,Piemonte,Cuneo
Azienda Vitivinicola Piana Armando,info@vinipiana.com,Piemonte,Asti
Azienda Vitivinicola Roberto Crosio,info@cantinecrosio.it,Piemonte,Torino
Azienda Vitivinicola Rolej,info@rolej.com,Piemonte,Biella
Azienda Vitivinicola Rolfo,info@cantinerolfo.it,Piemonte,Asti
Azienda Vitivinicola Sobrero,info@sobrerofrancesco.it,Piemonte,Cuneo
Azienda Vitivinicola Tacchino Raffaele,info@tacchinovino.it,Piemonte,Alessandria
Azienda Vitivinicola Tenuta Il Falchetto,tenuta@ilfalchetto.com,Piemonte,Cuneo
Azienda Vitivinicola Tenuta Langasco,info@tenutalangasco.it,Piemonte,Cuneo
Azienda Vitivinicola Tranchero Osvaldo,info@tranchero.it,Piemonte,Cuneo
Azienda Vitivinicola Venturino Giancarlo,info@venturinovini.com,Piemonte,Asti
Azienda agricola Ca&#039; dei Boschi,info@cadeiboschi.it,Piemonte,Asti
Baldi di Burio,info@vinibaldi.it,Piemonte,Asti
Barale Fratelli,info@baralefratelli.it,Piemonte,Cuneo
Barbaglia,info@vinibarbaglia.it,Piemonte,Novara
Bastieri,info@bastieri.com,Piemonte,Alessandria
Beppe Marino,info@beppemarino.it,Piemonte,Cuneo
Binè,info@bine.wine,Piemonte,Alessandria
Bocchino Eugenio,info@eugeniobocchino.it,Piemonte,Cuneo
Boffa Angelo,boffa@boffaangelo.it,Piemonte,Cuneo
Bonfante Marco,marco.bonfante@libero.it,Piemonte,Asti
Bonzano Vini,info@bonzanovini.it,Piemonte,Alessandria
Bosco Agostino,info@barolobosco.com,Piemonte,Cuneo
Botto,info@bottovini.com,Piemonte,Alessandria
Braggio Vini,info@braggiovini.it,Piemonte,Alessandria
Bric Castelvej,info@briccastelvej.com,Piemonte,Cuneo
Bric Cenciurio,info@briccenciurio.com,Piemonte,Cuneo
Bricco Maiolica,info@briccomaiolica.it,Piemonte,Cuneo
Brigatti Francesco,info@vinibrigatti.it,Piemonte,Novara
Broglia,broglia.azienda@broglia.eu,Piemonte,Alessandria
Burdisso,vini.burdisso@alice.it,Piemonte,Cuneo
Bussi Piero,info@bussipierovini.it,Piemonte,Asti
Ca&#039; D&#039;Gal,info@cadgal.it,Piemonte,Cuneo
Ca&#039; Romé,info@carome.com,Piemonte,Cuneo
Ca&#039; Viola,caviola@caviola.com,Piemonte,Cuneo
Ca&#039; del Prete,info@vinobiologicocadelprete.it,Piemonte,Asti
Ca&#039; del Profeta,cadelprofeta@cadelprofeta.com,Piemonte,Asti
Ca&#039; di Bole,info@cadibole.it,Piemonte,Asti
Cabutto Tenuta La Volta,info@cabuttobarolo.com,Piemonte,Cuneo
Caldera,info@vinicaldera.it,Piemonte,Asti
Canonica Vini,info@canonicavini.it,Piemonte,Cuneo
Cantina Alice Bel Colle,info@cantinaalicebc.it,Piemonte,Alessandria
Cantina Aurelio Nota,info@notavini.it,Piemonte,Cuneo
Cantina Cartasegna Virgilio,cantina@vinicartasegna.it,Piemonte,Alessandria
Cantina Clavesana,info@inclavesana.it,Piemonte,Cuneo
Cantina Delsignore,info@cantinadelsignore.com,Piemonte,Vercelli
Cantina Destefanis Federico,info@cantinadestefanis.com,Piemonte,Cuneo
Cantina Dora Renato,info@doravini.net,Piemonte,Torino
Cantina Fratelli Bera,info@bera.it,Piemonte,Cuneo
Cantina Fratelli Moscone,info@cantinamoscone.com,Piemonte,Cuneo
Cantina Gigi Rosso,info@gigirosso.com,Piemonte,Cuneo
Cantina Goggiano,goggiano@goggiano.it,Piemonte,Asti
Cantina Graglia Renaldo,gragliasnc@libero.it,Piemonte,Asti
Cantina Grimaldi Bruna,vini@grimaldibruna.it,Piemonte,Cuneo
Cantina Maranzana,info@lamaranzana.it,Piemonte,Asti
Cantina Marone,info@cantinamarone.com,Piemonte,Cuneo
Cantina Negro Giuseppe,cantina@negrogiuseppe.com,Piemonte,Cuneo
Cantina Olivero,olivero@cantinaolivero.it,Piemonte,Alessandria
Cantina Oriolo,info@cantinaoriolo.it,Piemonte,Cuneo
Cantina Sant&#039;Evasio,info@santevasiovini.com,Piemonte,Asti
Cantina Sociale Asti Barbera,info@astibarbera.it,Piemonte,Asti
Cantina Sociale Barbera Sei Castelli,puntovendita@barberaseicastelli.it,Piemonte,Asti
Cantina Sociale Vallebelbo,info@vallebelbo.it,Piemonte,Cuneo
Cantina Sociale dei Colli di Crea,info@collidicrea.it,Piemonte,Alessandria
Cantina Sociale di Casorzo,info@casorzodoc.it,Piemonte,Asti
Cantina Sociale di Castagnole Monferrato,info@cantinasocialecastagnolemonferrato.it,Piemonte,Asti
Cantina Terre del Barolo,tdb@terredelbarolo.com,Piemonte,Cuneo
Cantina Terrenostre,info@terrenostre.it,Piemonte,Cuneo
Cantina Tre Castelli,info@trecastelli.it,Piemonte,Alessandria
Cantina Tre Secoli,info@tresecoli.com,Piemonte,Asti
Cantina Vignaioli Elvio Pertinace,pertinace@pertinace.it,Piemonte,Cuneo
Cantina dei Colli Novaresi,info@cantinecollinovaresi.com,Piemonte,Novara
Cantina dei Produttori Nebbiolo di Carema,cantinaproduttori@caremadoc.it,Piemonte,Torino
Cantina del Dolcetto di Dogliani,info@cantinadolcettodogliani.it,Piemonte,Cuneo
Cantina del Glicine,info@cantinadelglicine.com,Piemonte,Cuneo
Cantina del Nebbiolo,wine@cantinadelnebbiolo.com,Piemonte,Cuneo
Cantina del Pino,renato@cantinadelpino.com,Piemonte,Cuneo
Cantina della Porta Rossa,info@portarossa.it,Piemonte,Cuneo
Cantina di Nizza,nizza@nizza.it,Piemonte,Asti
Cantina di Tortona,info@cantinatortona.it,Piemonte,Alessandria
Cantine Amerio,info@cantineamerio.it,Piemonte,Asti
Cantine Castello di Santa Vittoria,info@cantinesantavittoria.it,Piemonte,Cuneo
Cantine Ferrari A. &amp; C.,antonioferrari@viniferrari.it,Piemonte,Novara
Cantine Fontanile,info@cantinefontanile.com,Piemonte,Asti
Cantine Gemma,info@gemmacantine.it,Piemonte,Cuneo
Cantine Manfredi,info@manfredicantine.it,Piemonte,Cuneo
Cantine Merlone,info@cantinemerlone.com,Piemonte,Asti
Cantine Rasore,rasore@cantinerasore.com,Piemonte,Alessandria
Cantine Rogiotto,info@cantinerogiotto.it,Piemonte,Novara
Cantine San Silvestro,info@sansilvestrovini.com,Piemonte,Cuneo
Cantine Sant&#039;Agata,info@santagata.com,Piemonte,Asti
Cantine Soria,info@cantinesoria.it,Piemonte,Asti
Cantine Terre Astesane,info@terreastesane.it,Piemonte,Asti
Cantine Valpane,info@cantinevalpane.com,Piemonte,Alessandria
Cantine del Castello,info@castelloconti.it,Piemonte,Novara
Cantine e Vigneti Sartirano,info@sartirano.com,Piemonte,Cuneo
Capetta,capetta@capetta.it,Piemonte,Cuneo
Careglio,cantinacareglio@tiscali.it,Piemonte,Cuneo
Carlin de Paolo,info@carlindepaolo.com,Piemonte,Asti
Carlo Romana,info@viniromana.it,Piemonte,Cuneo
Carnevale Giorgio,info@giorgiocarnevale.it,Piemonte,Asti
Casa Ronsil,casaronsil@orange.fr,Piemonte,Torino
Casa Vinicola Bricco Del Dente,info@briccodeldente.it,Piemonte,Cuneo
Casa Vinicola Franco Francesco,info@francofrancescovini.com,Piemonte,Asti
Casa Vinicola G. Camerano &amp; Figli,info@cameranobarolo.net,Piemonte,Cuneo
Casa Vinicola Garrone,info@cantinegarrone.it,Piemonte,Verbania
Casa Vinicola Giacinto Gallina,info@gallinagiacinto.it,Piemonte,Cuneo
Casa Vinicola Grosso,info@cantinegrosso.it,Piemonte,Alessandria
Casa Vinicola Marenco,info@marencovini.com,Piemonte,Alessandria
Casa Vinicola Morando,info@morando.com,Piemonte,Asti
Casa Vinicola Rossello,info@rossellovini.it,Piemonte,Cuneo
Casa Vitivinicola Cá du Ciuvin,cerutti@caduciuvin.com,Piemonte,Cuneo
Casalone,info@casalone.com,Piemonte,Alessandria
Cascina Adelaide,wine@cascinaadelaide.com,Piemonte,Cuneo
Cascina Albano,info@cascina-albano.com,Piemonte,Cuneo
Cascina Baricchi,cascinabaricchi@libero.it,Piemonte,Cuneo
Cascina Barisél,info@barisel.it,Piemonte,Asti
Cascina Boccaccio,viniboccaccio@gmail.com,Piemonte,Alessandria
Cascina Boccia,cascinaboccia@libero.it,Piemonte,Alessandria
Cascina Bongiovanni,info@cascinabongiovanni.com,Piemonte,Cuneo
Cascina Boschi,info@aurielmonferrato.it,Piemonte,Alessandria
Cascina Bruni,bruni@cascinabruni.it,Piemonte,Cuneo
Cascina Castlet,info@cascinacastlet.com,Piemonte,Asti
Cascina Cerutti,info@cascinacerutti.it,Piemonte,Asti
Cascina Comina,info@cascinacominawine.com,Piemonte,Asti
Cascina Ebreo,info@cascinaebreo.it,Piemonte,Cuneo
Cascina Fonda,fonda@cascinafonda.com,Piemonte,Cuneo
Cascina Fontana,info@cascinafontana.com,Piemonte,Cuneo
Cascina Galletto,info@cascinagalletto.com,Piemonte,Cuneo
Cascina Garitina,cascinagaritina@cascinagaritina.it,Piemonte,Asti
Cascina Gilli,info@cascinagilli.it,Piemonte,Asti
Cascina Giovinale,cascina@giovinale.com,Piemonte,Asti
Cascina Il Bricco,info@cascinailbricco.it,Piemonte,Asti
Cascina La Doria,info@cascinaladoria.it,Piemonte,Alessandria
Cascina La Ghersa,info@laghersa.it,Piemonte,Asti
Cascina La Maddalena,info@cascina-maddalena.com,Piemonte,Alessandria
Cascina La Signorina,albe.monta@hotmail.it,Piemonte,Alessandria
Cascina Longoria,tosofratellivini@gmail.com,Piemonte,Cuneo
Cascina Merenda,info@cascinamerenda.it,Piemonte,Cuneo
Cascina Monsignore,info@cascinamonsignore.com,Piemonte,Cuneo
Cascina Montagnola,info@cascinamontagnola.com,Piemonte,Alessandria
Cascina Montariolo,info@montariolo.it,Piemonte,Alessandria
Cascina Orsolina,welcome@cascinaorsolina.it,Piemonte,Asti
Cascina Pugnane,info@pugnanevini.it,Piemonte,Cuneo
Cascina Quarino,info@cascinaquarino.com,Piemonte,Asti
Cascina Roera,info@cascinaroera.com,Piemonte,Asti
Cascina Saria,cascina.saria@libero.it,Piemonte,Cuneo
Cascina Sòt,info@cascinasot.com,Piemonte,Cuneo
Cascina Tinnirello,cascina.tinnirello@virgilio.it,Piemonte,Cuneo
Cascina Val del Prete,valdelprete@tiscalinet.it,Piemonte,Cuneo
Cascina degli Ulivi,info@cascinadegliulivi.com,Piemonte,Alessandria
Cascina delle Rocche di Moncucco,info@beppescavino.it,Piemonte,Cuneo
Cascina delle Rose,cascinadellerose@cascinadellerose.it,Piemonte,Cuneo
Casigliano,info@sargentin.it,Piemonte,Cuneo
Castellari Bergaglio,gavi@castellaribergaglio.it,Piemonte,Alessandria
Castello di Grillano,info@castellodigrillano.it,Piemonte,Alessandria
Castello di Montecavallo,info@castellodimontecavallo.it,Piemonte,Biella
Castello di Montegrosso,montegrosso@cantinecastello.it,Piemonte,Asti
Castello di Tassarolo,info@castelloditassarolo.it,Piemonte,Alessandria
Castello di Uviglie,sales@castellodiuviglie.com,Piemonte,Alessandria
Cazzulo Luigi &amp; Gianbattista,aziendasanlorenzo@libero.it,Piemonte,Alessandria
Centovigne Castello di Castellengo,info@centovigne.it,Piemonte,Biella
Chielisò,vini@chieliso.com,Piemonte,Alessandria
Chionetti Quinto &amp; Figlio,chionettiquinto@chionettiquinto.com,Piemonte,Cuneo
Ciabot Berton,info@ciabotberton.it,Piemonte,Cuneo
Cigliuti,info@cigliuti.it,Piemonte,Cuneo
Cinzia Bergaglio,info@cinziabergagliovini.it,Piemonte,Alessandria
Claso,info@claso.it,Piemonte,Asti
Colle Peitino,wine.collepeitino@alice.it,Piemonte,Asti
Collina San Ponzio,info@collinasanponzio.com,Piemonte,Cuneo
Comero,info@cantinacomero.it,Piemonte,Novara
Conti Nuvoli di Grinzane,torrazzonuvoli@gmail.com,Piemonte,Asti
Cooperativa Agricola Valli Unite,info@valliunite.com,Piemonte,Alessandria
Cossetti Clemente &amp; Figli,vini@cossetti.it,Piemonte,Asti
Costa dei platani,info@costadeiplatani.it,Piemonte,Alessandria
Crivelli Marco Maria,info@ruchecrivelli.it,Piemonte,Asti
Crotin 1897,crotin@crotin1897.com,Piemonte,Asti
Cusmano Vini,raimondo@cusmano.it,Piemonte,Asti
Cuvage,info@cuvage.com,Piemonte,Alessandria
Cà ed Balos,renata.bonacina@mymoscato.com,Piemonte,Cuneo
Dacastello Vini Pregiati,info@dacastellovini.com,Piemonte,Cuneo
Davide Bevione,info@bevionevini.it,Piemonte,Cuneo
Dezzani,dezzani@dezzani.it,Piemonte,Asti
Diego Pressenda,info@diegopressenda.it,Piemonte,Cuneo
Diego e Damiano Barale,info@diegoedamianobarale.it,Piemonte,Cuneo
Dogliotti 1870,info@dogliotti1870.com,Piemonte,Asti
Dosio Vigneti,info@dosiovigneti.com,Piemonte,Cuneo
Durio,duriowines@gmail.com,Piemonte,Asti
Elio Filippino,marketing@eliofilippino.com,Piemonte,Cuneo
Enrico Vaudano e Figli,info@enricovaudano.it,Piemonte,Asti
Eredi Lodali,info@lodali.it,Piemonte,Cuneo
Ettore Germano,germanoettore@germanoettore.com,Piemonte,Cuneo
Famiglia Anselma,info@anselma.it,Piemonte,Cuneo
Fattoria San Giuliano,fattoriasangiuliano@virgilio.it,Piemonte,Cuneo
Fenocchio,info@fenocchio.com,Piemonte,Cuneo
Fontanabianca,info@fontanabianca.it,Piemonte,Cuneo
Fontanassa,info@fontanassa.com,Piemonte,Alessandria
Fontechiara,info@cantinafontechiara.com,Piemonte,Novara
Francesco Borgogno,info@cantinaborgogno.it,Piemonte,Cuneo
Franco Costa,info@francocostavini.it,Piemonte,Cuneo
Franco Giacinto,cacolomba12@gmail.com,Piemonte,Asti
Francone Vini,francone@franconevini.com,Piemonte,Cuneo
Fratelli Aimasso,info@aimasso.com,Piemonte,Cuneo
Fratelli Ferrero,baroloferrero@baroloferrero.com,Piemonte,Cuneo
Fratelli Grimaldi,cantina@fratelligrimaldi.it,Piemonte,Cuneo
Fratelli Rovero,info@rovero.it,Piemonte,Asti
Fratelli Serio e Battista Borgogno,info@borgognoseriobattista.it,Piemonte,Cuneo
Gabriele Rocca,rocca.gabriele@gmail.com,Piemonte,Asti
Gabriele Rossi,gabriele.rossi42@virgilio.it,Piemonte,Cuneo
Gaggiano Viticoltori,info@cantinagaggiano.it,Piemonte,Biella
Gagliardo Gianni,gagliardo@gagliardo.it,Piemonte,Cuneo
Gancia F.lli &amp; C.,info@gancia.it,Piemonte,Asti
Ghio Roberto,info@ghiovini.it,Piemonte,Alessandria
Ghione Luigi Mario,info@cadelionghione.com,Piemonte,Asti
Giacosa Carlo Viticoltore,info@carlogiacosa.it,Piemonte,Cuneo
Giacosa F.lli,giacosa@giacosa.it,Piemonte,Cuneo
Gianmatteo Raineri,info@rainerivini.com,Piemonte,Cuneo
Gianni Ramello,gianni@gianniramello.it,Piemonte,Cuneo
Gillardi Giovan Battista,gillardi@gillardi.it,Piemonte,Cuneo
Giordanino Teresio,giordaninovini@alice.it,Piemonte,Cuneo
Giorgio Arditi,vini.arditi@virgilio.it,Piemonte,Alessandria
Giovanni Daglio,vignetidaglio2020@gmail.com,Piemonte,Alessandria
Giovanni Manzone,info@manzonegiovanni.com,Piemonte,Cuneo
Giulia Negri,info@giulianegri.com,Piemonte,Cuneo
Giuseppe Ellena,info@ellenagiuseppe.it,Piemonte,Cuneo
Grimaldi Luigino &amp; C.,info@grimaldivini.com,Piemonte,Cuneo
Hic et Nunc,info@cantina-hicetnunc.it,Piemonte,Alessandria
I Moncalvi,cantine@imoncalvi.com,Piemonte,Alessandria
Il Girapoggio,ilgirapoggio@gmail.com,Piemonte,Torino
Il Poggio di Gavi,info@ilpoggiodigavi.com,Piemonte,Alessandria
Il Rocchin,info@ilrocchin.it,Piemonte,Alessandria
Il Saulino,info@poderesaulino.it,Piemonte,Alessandria
Isolabella della Croce,info@isolabelladellacroce.it,Piemonte,Asti
Iuli,cavimon@iuli.it,Piemonte,Alessandria
L&#039;&#039;Astemia Pentita,info@astemiapentita.it,Piemonte,Cuneo
L&#039;Autin,info@lautin.it,Piemonte,Cuneo
L&#039;annunziata,info@vignetilannunziata.it,Piemonte,Asti
La Biòca,info@labioca.it,Piemonte,Cuneo
La Bollina,info@labollina.it,Piemonte,Alessandria
La Cantina del Ciabot,info@cantinadelciabot.it,Piemonte,Cuneo
