Azienda,Conosciuti a / Fonte,Contacting,Email,Sitoweb,Indirizzo,cap,città,provincia,regione,contatto,Telefono,P.Iva,CODICE FISCALE,CODICE UNIVOCO,Annotazioni,shop on line,Closing,Presentazione,Ultimo contatto,Duplicato
Cantina Wilma,FIVI,,mauriziononno@hotmail.it,cantinawilma.wixsite.com/cantinawilma/cantinawilma,"Madonna Della Vittoria, S.N.C.",66100,Chieti,Chieti,Abruzzo,,3200351963,,,,,,,,2/9/2025,
Cantina Moser,,,info@mosertrento.com,mosertrento.com,"Maso Warth - Via Castel Di Gardolo, 5",38121,Trento,Trento,Trentino Alto Adige,,0461990786,,,,,,,,3/5/2025,
Terramante,FIVI,,info@terramante.com,terramante.com/it/terramante/,"Montemolino Voc Borgo, 4",06059,Todi,Perugia,Umbria,,758852165,,,,si visite,,,,1/14/2025,
Bartoloni Maria Rosa,FIVI,,info@cantinebartoloni.com,ND,"Moriano Case Sparse, 31",06030,Giano dell'Umbria,Perugia,Umbria,,74290286,,,,,,,,12/15/2024,
Az. Agricola Lo Sparviere,,,info@losparviere.com,losparviere.it/,"Via Costa, 2",25040,Monticelli Brusati,Brescia,Lombardia,,030652382,,,,,,,,12/6/2024,
Autavidda,Paestum Wine Fest,,info@autavidda.it,autavidda.it,Nd,84045,Altavilla Silentina,Salerno,Campania,Fabio Marra,3663890840,,,,Amico di Elisabetta,,,,12/5/2024,
Az.Agricola Claudio Plessi,,,claudioplessi@gmail.com,claudioplessi.wixsite.com/website,Nd,41051,Castelnuovo Rangone,Modena,Emilia Romagna,,3663955807,,,,associato VAN Vini Biologici Naturali Autoctoni modenesi,,,,2/19/2025,
Giovenzo,,Roberto,info@giovenzo.it,giovenzo.com,Nd,66020,Ortona,Chieti,Abruzzo,Denny Di Crescenzo,3481400781,,,,,,Nessun Feedback,,12/6/2024,
Tenute Silvio Nardi,Paestum Wine Fest,,marketing@tenutenardi.com;,tenutenardi.com/,Nd,53024,Montalcino,Siena,Toscana,Francesca,3299334015,,,,si visite,,,,3/5/2025,
Vernice Vini,Paestum Wine Fest,,info@vinivernice.it,vinivernice.it/,Nucleo Industriale San Mango Sul Calore S.N.C.,83040,Luogosano,Avellino,Campania,Mario Ercolino,3899484118,,,,chiusi dal 9 al 25 ago,,,,12/5/2024,
Ruffino Srl - Ducale Oro,,,info@ruffino.it,ruffino.it/it,"P.Le Ruffino, 1",50065,Pontassieve,Firenze,Toscana,,05583605,,,,bolgheri,,,,12/10/2024,
Il Mortellito,,,info@ilmortellito.it,ilmortellito.it/,P3C4+Mh,96018,Pachino,Siracusa,Sicilia,,ND,,,,,,,,1/19/2025,
Consorzio Doc Friuli,Paestum Wine Fest,,consorzio@docfriuli.eu,docfriuli.eu/,Palazzo Altan – Via Altan 83/3,33078,San Vito al Tagliamento,Pordenone,Friuli Venezia Giulia,Barbara Rosso,3289884510-0434-1836069–,,,,,,,,2/14/2025,
I Vigneri - Vinupetra,,,info@ivigneri.it,ivigneri.it/,"Palmento Caselle Via Abate, 3",95010,Milo,Catania,Sicilia,Simone,ND,,,,etna,,,,12/6/2024,
Valle Reale,,,info@vallereale.it,vallereale.it/,Parco Nazionale Della Majella Contrada S. Calisto,65026,Popoli,Pescara,Abruzzo,,0859871039,,,,richiesta info da modulo su sito sito non facile da navigare scritto piccolo da rifare,,,,12/4/2024,
Tenute San Sisto ,,,info@tenutesansisto.com,tenutesansisto.com/,"Passo Del Lupo Via S. Sisto, 6",60030,Maiolati Spontini,Ancona,Marche,,3382540365,,,,,,,,12/4/2024,
Antico Borgo Di Sugame,,,lorenzo@borgo-di-sugame.com,borgo-di-sugame.com,Passo Del Sugame,50022,Greve in Chianti,Firenze,Toscana,,3332657149,,,,chianti,,,,12/17/2024,
Fattoria Le Pupille,,,info@fattorialepupille.it,fattorialepupille.it/,"Piagge Del Maiano, 92 A",58100,Grosseto,Grosseto,Toscana,,0564.409517,,,,,,,,12/10/2024,
Cantina Tudernum,,,info@tudernum.it,tudernum.it/,"Pian Di Porto, 146",06059,Todi,Perugia,Umbria,,0758989403,,,,anche olio prezzi on line anche troppo contenuti...,,,,12/17/2024,
Luigi Giusti,FIVI,,info@cantinaluigigiusti.it,cantinaluigigiusti.it,"Piazza Albertelli, 3",60015,Castelferretti,Ancona,Marche,,71918031,,,,,,,,12/11/2024,
Azienda Agricola F.Lli Rossi,,,info@centovignali.it,centovignali.it/vini/,"Piazza Aldo Moro, 10",70010,Sammichele di Bari,Bari,Puglia,,0808917968,,,,vino e olio si shop,,,,2/3/2025,
Cantina Simoni — . Cantina Simoni+1,,,info@cantinasimoni.it,cantinasimoni.it,"Piazza Alpini, 14",38030,Palù di Giovo,Trento,Veneto,,0461684381,,,,,,,,,
Biserno,,,info@biserno.it,biserno.it/,"Piazza Antonio Gramsci, 9",57020,Bibbona,Livorno,Toscana,,586671099,,,,,,,,12/10/2024,
Castello Di Cicognola,,,info@castellodicigognola.com,castellodicigognola.com/,"Piazza Castello, 1",27040,Cigognola,Pavia,Lombardia,,0385284263,,,,,,,,12/8/2024,
Dei Agre Di Marta Cesi,,,info@deiagre.it,deiagre.it,"Piazza Castello, 14",73040,Felline,Lecce,Puglia,,0833985241,,,,vini naturali,,,,1/21/2025,
Di Lenardo,,,info@dilenardo.it,dilenardo.it/,"Piazza Cesare Battisti, 1",33050,Ontagnano,Udine,Friuli Venezia Giulia,,0432928633 ,,,,,,,,1/20/2025,
Il Cortiglio ,,,info@ilcortiglio.it,ilcortiglio.it/,"Piazza Cristo Re, 16",83040,Fontanarosa,Avellino,Campania,,8251885431,,,,bio anche olio si visite si shop on line,,,,12/5/2024,
Bersano,,,wine@bersano.it,bersano.it,"Piazza Dante, 21",14049,Nizza Monferrato,Asti,Piemonte,,0141720211,,,,,,,,12/8/2024,
Azienda Agricola Dragone,,,info@dragonevini.com,dragonevini.com,"Piazza Degli Olmi, 67",75100,Matera,Matera,Basilicata,,0835261740,,,,no shop ma vendono su richiesta via modulo su sito,,,,12/15/2024,
Az. Agricola Villa Job,FIVI,,amministrazione@villajob.com,villajob.com,"Piazza Della Chiesa, 3",33050,Bagnaria Arsa,Udine,Friuli Venezia Giulia,,3457986760,,,,,,,,2/9/2025,
Il Guscio D'Oro ,,,ilgusciodoro@gmail.com,ilgusciodoro.com/,"Piazza Della Pieve, 15",31010,Maser,Treviso,Veneto,,3452323635,,,,vini naturali ok ha risposto alla mail 23 genn chiamato andrea è interessato a stappando non a vineis non ancra organizzati per le visite mandate pres e contratto stappando,,,,1/21/2025,
G.D. Vajra,,,welcome@gdvajra.it,gdvajra.it,"Piazza Della Vite E Del Vino, 1",12060,Fraz. Vergne - Barolo,Cuneo,Piemonte,,017356257,,,,,,,,,
Muri Gries: Tenuta & Cantina Convento,,,info@muri-gries.com,muri-gries.com,"Piazza Gries, 21",39100,Bolzano,Bolzano,Trentino Alto Adige,,0471282287,,,,hanno risposto alla mail nn sono interessati al momento nemmeno ai circuiti e alle scatole,,,,12/4/2024,
Gennaro Papa Vini,FIVI,,gennaropapavini@gmail.com,gennaropapa.it/contatti/,"Piazza Limata, 2",81030,Falciano del Massico,Caserta,Campania,,823931267,,,,,,,,12/5/2024,
Podere 1925,,,info@podere1925.it,podere1925.com/,"Piazza Margherita, 6",80145,Napoli,Napoli,Campania,,3343563814,,,,si shop,,,,12/5/2024,
Massolino Azienda Agricola Vigna Rionda,,,massolino@massolino.it,massolino.it/,"Piazza Maria Cappellano, 8",12050,Serralunga d’Alba,Cuneo,Piemonte,,0173613138,,,,,,,,12/11/2024,
Poderi Marcarini,,,marcarini@marcarini.it,marcarini.it,"Piazza Martiri, 2",12064,La Morra,Cuneo,Piemonte,,0173 50222,,,,,,,,,
Hofstätter,,,info@hofstatter.com,hofstatter.com,"Piazza Municipio, 7",39040,Termeno sulla Strada del Vino,Bolzano,Trentino Alto Adige,,ND,00619540214,,,,,,,,
Cooperativa Riviera Dei Fiori “Maixei”,,,cantina@maixei.it,maixei.it,"Piazza Padre G. Mauro, 3",18035,Dolceacqua,Imperia,Liguria,,0184206849,,,,rossese dolceacqua,,,,12/15/2024,
Jazzile,,,info.coopjazzile@gmail.com,ND,"Piazza Plebiscito, 1 ",70017,Putignano,Bari,Puglia,,3929061312,,,,,,,,1/24/2025,
La Crotta Di Vegneron,,,info@crottadivegneron.com,lacrotta.it,"Piazza Roncas, 2",11023,Chambave,Aosta,Valle d'Aosta,,016646670,,,,,,,,,
Consorzio Tutela Roero,Paestum Wine Fest,,info@consorziodelroero.it,consorziodelroero.it/,Piazza San Bernardino 8,12043,Canale,Cuneo,Piemonte,Francesca Iraldi,3450121788,,,,,,,,12/8/2024,
Azienda Agricola Viglianti,,,info@viniviglianti.it,viniviglianti.it,"Piazza San Marco, 1",89030,Natile Nuovo,Reggio-Calabria,Calabria,,3203123548,,,,,,,,,
Palazzo Prossedi,FIVI,,info@palazzoprossedi.it,palazzoprossedi.it,"Piazza Umberto I, 18",04010,Prossedi,Latina,Lazio,,3668043802,,,,,,,,12/11/2024,
Az. Agricola Marchesi Alfieri,,,info@marchesialfieri.it,marchesialfieri.it/,"Piazza Vittorio Alfieri, 28, 14010",14010,San Martino Alfieri,Asti,Piemonte,,0141976015,,,,,,,,2/24/2025,
Vietti,,,info@vietti.com,vietti.com,"Piazza Vittorio Veneto, 5",12060,Castiglione Falletto,Cuneo,Piemonte,,017362825,01873820045,,,,,,,,
Castello Di Neive,,,lacasetta@castellodineive.it,castellodineive.it/,"Piazzetta Demaria, 1",12052,Neive,Cuneo,Piemonte,,3292125171,,,,barbaresco langhe si visite no shop on line,,,,12/8/2024,
Luca Fedele,FIVI,,luca.fedele@alice.it,lucafedele.com,"Pietro Zorutti 13, 8",33040,Corno di Rosazzo,Udine,Friuli Venezia Giulia,,3334627502,,,,,,,,2/16/2025,
Le Antighe,FIVI,,leantighe@libero.it,leantighe.it,"Pieve Cusignano, 44",43036,Fidenza,Parma,Emilia Romagna,,52462206,,,,,,,,2/24/2025,
Cupano Az.Agricola,,,cupano@cupano.it,cupano.it/,"Podere Centine, 31 - Località Camigliano",53024,Montalcino,Siena,Toscana,,577816055,,,,vedi : compagniadelvino.com,,,,12/15/2024,
Podere Conca,,Claudio,info@podereconcabolgheri.it,podereconcabolgheri.it,"Podere Conca 196, Strada Provinciale Bolgherese, 196",57022,Castagneto Carducci,Livorno,Toscana,Virginia Archinto,0565256438,,,,CONTATTARE. Mai contattati ma Toscana Bolrgheri ci manca nel catalogo reinoltrata mail 2 settembre,,Nessun Feedback,,12/11/2024,
Az.Agricola Purovino,,,info@purovino.it,agricolapurovino.it,Podere Corso 27,58051,Magliano In Toscana,Grosseto,Toscana,,05641834278,,,,,,,,1/9/2025,
Agricola Valentini,,,info@agriturismo-valentini.it,agricolavalentini.it,"Podere Fiordaliso 69, Localita’ Valpiana",58024,Massa Marittima,Grosseto,Toscana,,3484743434,,,,"si degustazioni a Podere Fiordaliso, prenotazione da modulo su sito hanno anche ospitality agriturismo cicloturismo",,,,12/9/2024,
Terre Dei Ghelfi Alberto Ghelfi,,,info@terredeighelfi.it,terredeighelfi.it,"Podere Marconi, 182",57022,Castagneto Carducci,Livorno,Toscana,,3478456761,,,,bolgheri anche hospitality anche olio,,,,12/17/2024,
Montenero Winery,,,info@montenerowinery.com,montenerowinery.com,"Podere Marinelli, 74",58033, Montenero d’Orcia Castel del Piano,Grosseto,Toscana,,3478387573,,,,,,,,,
Mastrojanni,,,info@mastrojanni.com,mastrojanni.com/,Poderi Loreto E San Pio - Castelnuovo Dell’Abate,53024,Montalcino,Siena,Toscana,,0577835681,,,,PRODOTTI INTERESSANTI,,,,12/15/2024,
Amerighi,,,info@stefanoamerighi.it,stefanoamerighi.it,Poggiobello Di Farneta,52044,Cortona,Arezzo,Toscana,,3356095187,,,,,,,,,
Tenute Shardana,,,info@tenuteshardana.it,tenuteshardana.it/,"Predda Niedda Strada 3, S.C.",07100,Sassari,Sassari,Sardegna,,3478480974-,,,,si visite anche hospitality,,,,12/15/2024,
Podere Orto Trivium,,Claudio,mail@podereorto.com,podereorto.com,"Predio L'Orto, 35",01021,Acquapendente,Viterbo,Lazio,,3358335950,,,,,,,,,
Agricola San Giovanni,,,info@agricolasangiovanni.it,agricolasangiovanni.it/,Punta Tresino,84048,Castellabate,Salerno,Campania,,0974965136,,,,si hospitality hanno shop on line vini...bho si vineis e scatole,,,,12/5/2024,
Colombo,Paestum Wine Fest,,info@colombovino.it,colombovino.it,Reg. Cafra 172/B,14051, Bubbio,Asti,Piemonte,Andrea Colombo,3338877225,,,,Molto Interessati,,,,2/24/2025,
Azienda Agricola Dell'Erba,FIVI,,az.agricoladellerba@gmail.com,aziendaagricoladellerba.com,"Reg. Marixe, Sp19",17031,Albenga,Savona,Liguria,,3403182092,,,,fatta call inviata proposta economica prima ha chiesto ulteriori info poi non si e piu fatta sentire richiamata piu volte ...,,,,1/27/2025,
Montezemolo,,,info@corderodimontezemolo.com,corderodimontezemolo.com/,"Regione Annunziata, 67",12064,La Morra,Cuneo,Piemonte,,017350344,,,,,,,,12/6/2024,
Maison Agricole D & D,,,info@maisonagricoleded.it,maisonagricoleded.it,"Regione Bioula, 13",11100,Aosta,Aosta,Valle d'Aosta,,0165552687,,,,,si,,,1/27/2025,
Cantina Moscone,,,marketing@cantinamoscone.com,cantinamoscone.com,"Regione Cerretto, 2",12064,La morra,Cuneo,Piemonte,,017378458,,,,,,,,,
Alciati Azienda Agricol,,Da sito,info@aziendaagricolaalciati.it,aziendaagricolaalciati.it,"Regione Goretta, 15",14041,Aglianto Terme,Asti,Piemonte,Sara,3346190844,,,,,,,,,
Le Rocche Del Gatto Az. Agricola,,,info@lerocchedelgatto.it,lerocchedelgatto.it,"Regione Ruato, 4",17031,Albenga,Savona,Liguria,,3482627094,,,,inviata email presentazione,,,,12/4/2024,
Az. Agricola Baglio Aimone  ,,,info@baglioaimone.it,baglioaimone.It,Riserva Naturale Lago Preola Località Gorghi Tondi,91026,Mazara del Vallo,Trapani,Sicilia,,3381728052,,,,,,,,,
Manincor,,,info@manincor.com,manincor.com,"S. Giuseppe Al Lago, 4",39052,Caldaro sulla strada del Vino ,Bolzano,Trentino Alto Adige,,0471 960230,,,,,,,,,
Agricola Le Felline,,,info@agricolafelline.it,agricolafelline.it/,"S.Comunale Santo Stasi I, 42",74024,Manduria,Taranto,Puglia,,0999711660,,,,,,,,2/3/2025,
Fernanda Cappello,,,nicola@fernandacappello.it,fernandacappello.it/,"S.Da Di Sequals, 15",33090,Sequals,Pordenone,Friuli Venezia Giulia,nicola bedendo,3339915893,,,,CONTATTARE. ACQUISTAVAMO DA MAJORANA MA I PRODOTTI SONO INTERESASNTI PER QUALITà/PREZZO lui disponibile. Buono per Vineis,,,,2/10/2025,
Alovini,,,info@alovini.it,alovini.it,"S.P. 123 Bis Km 7,350",85013,Genzano di Lucania,Potenza,Basilicata,,0971776372,,,,"Aglianico del Vulture, Primitivo e Greco di Tufo",,,,12/15/2024,
Tenute Chiaromonte ,,,info@tenutechiaromonte.com,tenutechiaromonte.com/,S.P. 178 Km 2.800 Contrada Scappagrano,70021,Acquaviva Delle Fonti,Bari,Puglia,,080768156,,,,si visite si shop,,,,12/15/2024,
Sanchirico,,,info@sanchirico.net,sanchirico.net,"S.P. 255, Km 2.5",73015,Salice Salentino,Lecce,Puglia,,ND,,,,,,,,12/15/2024,
Cantina Cantale  - Teresa Manara,,,cantele@cantele.it,cantele.it/,S.P. 365 Km 1,73010,Guagnano,Lecce,Puglia,,0832705010,,,,si visite con prenotazione da modulo su sito,,,,2/3/2025,
Terre Di Marfisa,FIVI,,info@terredimarfisa.it,terredimarfisa.it,"S.P. 47 Lamone Km 7, S.C.",01010,Farnese,Viterbo,Lazio,,761458202,,,,si visite e hospitality hanno un relais e fanno anche olio,,,,3/5/2025,
Su’Entu Agricola Srl,,,info@cantinesuentu.com,cantinesuentu.com/contatti,"S.P. 48 Km 1,8 - (Strada Sanluri-Lunamatrona)",09025,Sanluri,Cagliari,Sardegna,,0707050410,,,,,,,,3/6/2025,
Montevergine,,,info@aziendamontevergine.it,aziendamontevergine.it/,S.P. 48 Martano-Otranto Km 19+250,73028,Otranto,Lecce,Puglia,,0836804323,,,,agriresort scatole+vineis,,,,12/14/2024,
Tenuta Fertuna ,,,info@fertuna.it,fertuna.it/,S.P. Aurelia Antica Località Grilli,58040,Gavorrano,Grosseto,Toscana,,56688138,,,,,,,,2/25/2025,
Etruscaia,FIVI,,stefano@etruscaia.it,etruscaia.it,S.P. Litoranea Km 6.900 S.C.,01016,Tarquinia,Viterbo,Lazio,,3804371908,,,,,,,,12/11/2024,
Agricola Erario S.S.,,,info@agricolaerario.com,agricolaerario.com,"S.P. Manduria-Maruggio Km 0,300",74024,Manduria,Taranto,Puglia,,0999794407,,,,,,,,2/2/2025,
Surrau Società Agricola,,,info@surrau.it,vignesurrau.it,S.P. Porto Cervo Arzachena Km 1 - Località Chilvagghja,07021,Arzachena,Sassari,Sardegna,,078982933  ,,,,vermentino di gallura torna indietro la mail,,,,3/10/2025,
Erminio Campa ,,,info@erminiocampa.it,erminiocampa.it,S.P.129 Torricella-Monacizzo,74020,Torricella,Taranto,Puglia,,3383940636,,,,,,,,1/20/2025,
Colle Nivera Viticoltori Alta Baronia,,,info@collenivera.com,collenivera.com/,S.S. 131 Bivio Di Lula,08100,Nuoro,Nuoro,Sardegna,,0784294037,,,,hanno anche 1 vermentino di gallura si visite,,,,12/17/2024,
Cantina Di Mogoro,,,info@cantinadimogoro.it,cantinadimogoro.it/,"S.S. 131, Km 62",09095,Mogoro,Oristano,Sardegna,,0783990285,,,,si shop on line si visite,,,,,
Tenute Delogu ,,,info@tenutedelogu.com,tenutedelogu.com/,S.S. 291 - Sassari-Fertilia Al Km 22+329,07100,Sassari,Sassari,Sardegna,,3452862861,,,,,,,,12/17/2024,
La Quercia Scarlatta,FIVI,,info@laquerciascarlatta.bio,laquerciascarlatta.bio,"Sabbionara, Scn",62015,Monte San Giusto,Macerata,Marche,,3462566380,,,,,,,,12/4/2024,
Azienda Agricola Il Torchio,FIVI,,orlruss93@gmail.com,iltorchioagriturismo.it,"San Giacomo In Corsano, 18",83037,Montecalvo Irpino,Avellino,Campania,,3391621536,,,,,,,,12/5/2024,
Az. Agricola La Busattina,,,busattina@libero.it,labusattina.it/,San Martino Sul Fiora,58014,Manciano,Grosseto,Toscana,,3284922487,,,,vini naturali,si su un sito esterno,,,1/29/2025,
Tenuta Santa Croce Di Baur Hermann Anton,FIVI,,sanquirico23@libero.it,https://vinisantacroce.com/,"San Quirico, 23",05010,Sugano,Terni,Umbria,,3397216893,,,,,,,,12/15/2024,
Poderi Colla -Pian Balbo,,,info@podericolla.it,podericolla.it,"San Rocco Seno D'Elvio, 82",12051,Alba,Cuneo,Piemonte,,0173290148,,,,,,,,3/10/2025,
Azienda Agricola Cundari Eugenio,FIVI,,eugenio.cundari@gmail.com,ND,"San Rocco, 42",87050,Figline Vegliaturo,Cosenza,Calabria,,3408325354,,,,,,,,12/6/2024,
Azienda Agricola Poggio Della Stella ,,,az.agricolapoggiodellastella@gmail.com,poggiodellastella.com,"Santa Severa Km 17,700",00059,Tolfa,Roma,Lazio,,328 92 73 184,,,,,,,,12/11/2024,
Augusta Bargilli,,,bargilliaugusta@gmail.com,augustabargilli.it,"Sede Sociale Località Cladrecis, 105/A",33040,Prepotto,Udine,Friuli Venezia Giulia,,ND,,,,,,,,2/9/2025,
Boschetto Campacci,,,info@boschettocampacci.it,boschettocampacci.it,"Sp 111/B, 38",53018,Castelnuovo Berardenga,Siena,Toscana,,577363596,,,,chianti,,,,12/15/2024,
Casanova Di Neri,,,info@casanovadineri.com,casanovadineri.wine/it/home/home,"Sp 14 Via Traversa Dei Monti, Km 31,800",53024,Montalcino,Siena,Toscana,,0577834455,,,,brunello no shop on line si visite,,,,12/15/2024,
Colli Liburni,Paestum Wine Fest,,info@colliliburni.it,colliliburni.it/,Sp 142 Km 39+ 600,71010,San Paolo di Civitate,Foggia,Puglia,Andrea Altieri,3281652933,,,,hanno risposto alla mail inviata offertq ma nn hanno piu partecipato alla call sentito telefonicamente prosposta vineis 25 nov,,,,2/5/2025,
Cantina Di Lisandro,FIVI,,info@cantinadilisandro.it,cantinadilisandro.it/,"Sp 325, 30",81010,Castel Campagnano,Caserta,Campania,Michele,3342182677,,,,ok ha contattato subito 5 dic in uffivio interessato a vineis e rob gli ha parlato anche di stappando attende che si iscriva e poi mandare contratto richiamato michele 16 dic mandato contratti v+s ok subityo vineis gennaip stappando,,,,12/16/2024,
Azienda Agricola Murogrosso,,,p.donzelli@murogrosso.it,murogrosso.it/,Sp 52 Strada Prov. Parrano - Contrada Montegabbione,05010,Fabro,Terni,Umbria,,3338388432,,,,si visite degustazioni e hospitality vino e olio,,,,1/14/2025,
La Giannettola,,,info@lagiannettola.com,lagiannettola.com/,"Sp Cisterna Campoleone, 104",00049,Velletri,Roma,Lazio,,0696453048,,,,,,,,1/25/2025,
Azienda Vitivinicola Etruscaia Di Stefano Cardoni ,,,nd,ND,"Sp Litoranea Km 6,900, Localita’ Pian Di Spille",01016,Tarquinia,VIterbo,Lazio,,3804371908,,,,inviato messaggio su loro sito,,,,12/11/2024,
Az. Agricola Pescaja ,,,info@pescaja.com,pescaja.com,"Sp12E, 47",14010,Canale,Asti,Piemonte,,0141979711,,,,"(Abbiamo lavorato i prodotti interessante, li abbiamo acquistati da Giansanti distribuzione. Se sono interessati a uno scambio merce iniziale o a vineis",,,,2/24/2025,
Azienda Agricola Cos,,,info@cosvittoria.it,cosvittoria.it,"Sp3, Km 14,300",97019,Vittoria,Ragusa,Sicilia,,0932 876145,,,,,,,,,
Arianna Occhipinti,,,info@agricolaocchipinti.it,agricolaocchipinti.it,"Sp68 Vittoria-Pedalino Km 3,3",97019,Vittoria,Ragusa,Sicilia,,09321865519,01245460884,,,,,,,,
Azienda Agricola Tornatore Francesco,,,info@tornatorewine.com,tornatorewine.com/,"Sp7Ii, 2,",95012,"Castiglione di Sicilia,",Catania,Sicilia,,3427670302,,,,,,,,3/10/2025,
Feudo Arcuria,,,feudoarcuria@gmail.com,feudoarcuria.it/,"Sp7Iii, 95012 Passopisciaro Ct",95012,Passopisciaro,Catania,Sicilia,,ND,,,,,,,,3/4/2025,
Zanchi,,,mail@cantinezanchi.it,cantinezanchi.it/,"Sp8 Amelia-Orte Km 4,610",05022,Amelia,Terni,Umbria,,0744970011,,,,si visite su prenotazione via email anche lo shop con modulo su sito non diretto,,,,12/17/2024,
I Cacciagalli Wine Resort,FIVI,,info@icacciagalli.it,icacciagalli.it,"Sp91 Borgonuovo-Cipriani, S.N.C.",81057,Teano,Caserta,Campania,,823875216,,,,,,,,12/5/2024,
Augustali Bio Fattoria,,,fattoriaugustali@gmail.com,augustali.it/it/,"Ss 113 Km 318, 700",90047,Partinico,Palermo,Sicilia,,3396132334,,,,si visite tante experience anche agriturismo e ristorazione,,,,1/16/2025,
Cusumano,,Roberto,info@cusumano.it,cusumano.it,"Ss 113, Km 307, Contrada San Carlo",90047,Partinico,palermo,Sicilia,Mayra Bina,0918908713,,,,cantina enorme. lo acquistiamo da tomassucci. Si può vendere vineis inviata presentazione 28 nov,,Nessun Feedback,,12/6/2024,
Cantina Quattrocieli,,,info@quattrocieli.it,quattrocieli.it/,"Ss 119 Km 3.3, Alcamo, 91011",91011,Alcamo,Trapani,Sicilia,,3203741409,,,,si visite ok ha risposto alla mail chiedendo informazioni chiamato mandare presentazioni 30 gennaio si è iscritto a stappando e ha mandato contratto firmato,si,,,1/16/2025,
Timpe D’Arancio,,,michele@timpedarancio.it,timpedarancio.it/,Ss 188 Contrada Arancio,92017,Sambuca di Sicilia,Agrigento,Sicilia,,3351261135,,,,vini bio e naturali - circa 6000 bottoglie anno piccola cantina vinifica esternamente per le visite deve organizzarsi interessato comuqnue a stappando mandare presentazioni sentito in data 30 genniao ha chiamato in uifficio,,,,1/21/2025,
Cascina Belmonte,FIVI,,enrico@cascinabelmonte.it,cascinabelmonte.it,"Via Delle Toppe, 11",25080,Muscoline,Brescia,Lombardia,,3335051606,,,,,,,,12/6/2024,
